Date,Price,Open,High,Low,Vol.,Change +ACU-
03/04/2025,8471.34,8490.78,8533.41,8452.93,1.40B,+AC0-1.59+ACU-
02/04/2025,8608.48,8634.8,8634.8,8548.32,600.63M,+AC0-0.30+ACU-
01/04/2025,8634.8,8582.81,8671.91,8581.91,682.39M,0.61+ACU-
31/03/2025,8582.81,8658.85,8658.88,8530.98,923.24M,+AC0-0.88+ACU-
28/03/2025,8658.85,8666.12,8694.19,8636.92,746.96M,+AC0-0.08+ACU-
27/03/2025,8666.12,8689.59,8689.7,8611.42,702.85M,+AC0-0.27+ACU-
26/03/2025,8689.59,8663.8,8714.81,8656.39,703.01M,0.30+ACU-
25/03/2025,8663.8,8638.01,8717.03,8638.01,1.02B,0.30+ACU-
24/03/2025,8638.01,8646.79,8695.6,8616.42,616.03M,+AC0-0.10+ACU-
21/03/2025,8646.79,8701.99,8701.99,8615.96,1.91B,+AC0-0.63+ACU-
20/03/2025,8701.99,8706.66,8742.75,8665.26,886.65M,+AC0-0.05+ACU-
19/03/2025,8706.66,8705.23,8718.74,8662.56,823.55M,0.02+ACU-
18/03/2025,8705.23,8680.29,8726.95,8680.29,1.11B,0.29+ACU-
17/03/2025,8680.29,8632.33,8688.41,8625.04,842.70M,0.56+ACU-
14/03/2025,8632.33,8542.56,8642.79,8538.07,750.19M,1.05+ACU-
13/03/2025,8542.56,8540.97,8581.57,8513.65,767.96M,0.02+ACU-
12/03/2025,8540.97,8495.99,8565.45,8495.99,974.80M,0.53+ACU-
11/03/2025,8495.99,8600.22,8603.93,8481.11,1.04B,+AC0-1.21+ACU-
10/03/2025,8600.22,8679.88,8700.79,8591.58,1.52B,+AC0-0.92+ACU-
07/03/2025,8679.88,8682.84,8701.31,8627.3,900.63M,+AC0-0.03+ACU-
06/03/2025,8682.84,8755.84,8778.19,8645.84,1.03B,+AC0-0.83+ACU-
05/03/2025,8755.84,8759,8835.72,8752.46,1.24B,+AC0-0.04+ACU-
04/03/2025,8759,8871.31,8873.67,8746.01,1.07B,+AC0-1.27+ACU-
03/03/2025,8871.31,8809.74,8908.82,8809.74,1.23B,0.70+ACU-
28/02/2025,8809.74,8756.21,8810.5,8715.43,2.22B,0.61+ACU-
27/02/2025,8756.21,8731.46,8768.05,8680.55,1.17B,0.28+ACU-
26/02/2025,8731.46,8668.67,8738.28,8668.67,981.87M,0.72+ACU-
25/02/2025,8668.67,8658.98,8712.17,8628.11,878.15M,0.11+ACU-
24/02/2025,8658.98,8659.37,8688.26,8614.08,792.02M,0.00+ACU-
21/02/2025,8659.37,8662.97,8684.78,8638.63,986.56M,+AC0-0.04+ACU-
20/02/2025,8662.97,8712.53,8712.66,8650.8,1.28B,+AC0-0.57+ACU-
19/02/2025,8712.53,8766.73,8771.22,8696.94,763.33M,+AC0-0.62+ACU-
18/02/2025,8766.73,8768.01,8787.66,8757.82,659.92M,+AC0-0.01+ACU-
17/02/2025,8768.01,8732.46,8769.07,8725.27,628.96M,0.41+ACU-
14/02/2025,8732.46,8764.72,8767.73,8717.54,893.55M,+AC0-0.37+ACU-
13/02/2025,8764.72,8807.44,8820.93,8729.57,846.52M,+AC0-0.49+ACU-
12/02/2025,8807.44,8777.39,8810.62,8759.38,841.92M,0.34+ACU-
11/02/2025,8777.39,8767.8,8789.58,8750.53,875.63M,0.11+ACU-
10/02/2025,8767.8,8700.53,8785.85,8694.55,832.11M,0.77+ACU-
07/02/2025,8700.53,8727.28,8728.94,8685.78,992.47M,+AC0-0.31+ACU-
06/02/2025,8727.28,8623.29,8767.5,8623.29,871.96M,1.21+ACU-
05/02/2025,8623.29,8570.77,8623.29,8550.24,787.61M,0.61+ACU-
04/02/2025,8570.77,8583.56,8583.59,8524.66,1.13B,+AC0-0.15+ACU-
03/02/2025,8583.56,8673.96,8673.96,8520.2,774.95M,+AC0-1.04+ACU-
31/01/2025,8673.96,8646.88,8692.84,8646.88,1.13B,0.31+ACU-
30/01/2025,8646.88,8557.81,8655.19,8547.86,641.23M,1.04+ACU-
29/01/2025,8557.81,8533.87,8584.07,8518.27,769.55M,0.28+ACU-
28/01/2025,8533.87,8503.71,8572.96,8503.62,703.54M,0.35+ACU-
27/01/2025,8503.71,8502.35,8514.17,8462.18,684.09M,0.02+ACU-
24/01/2025,8502.35,8565.2,8586.68,8492.73,699.39M,+AC0-0.73+ACU-
23/01/2025,8565.2,8545.13,8572.51,8532.07,1.03B,0.23+ACU-
22/01/2025,8545.13,8548.29,8584.73,8527.79,992.84M,+AC0-0.04+ACU-
21/01/2025,8548.29,8520.54,8550.41,8513.42,761.21M,0.33+ACU-
20/01/2025,8520.54,8505.22,8548.59,8501.82,718.32M,0.18+ACU-
17/01/2025,8505.22,8391.9,8533.43,8391.83,1.07B,1.35+ACU-
16/01/2025,8391.9,8301.13,8391.9,8301.13,748.67M,1.09+ACU-
15/01/2025,8301.13,8201.54,8307.56,8199.57,1.02B,1.21+ACU-
14/01/2025,8201.54,8224.19,8244.31,8193.54,946.04M,+AC0-0.28+ACU-
13/01/2025,8224.19,8248.49,8254,8192.31,895.89M,+AC0-0.29+ACU-
10/01/2025,8248.49,8319.69,8326.32,8247.61,912.29M,+AC0-0.86+ACU-
09/01/2025,8319.69,8251.03,8322.59,8243.15,822.70M,0.83+ACU-
08/01/2025,8251.03,8245.28,8267.38,8189.5,899.62M,0.07+ACU-
07/01/2025,8245.28,8249.66,8251.79,8190.5,741.25M,+AC0-0.05+ACU-
06/01/2025,8249.66,8223.98,8249.66,8197.5,765.87M,0.31+ACU-
03/01/2025,8223.98,8260.09,8268.97,8219.73,697.09M,+AC0-0.44+ACU-
02/01/2025,8260.09,8173.02,8270.6,8160.6,422.20M,1.07+ACU-
31/12/2024,8173.02,8121.01,8180.38,8096.65,203.36M,0.64+ACU-
30/12/2024,8121.01,8149.78,8149.78,8094.88,325.04M,+AC0-0.35+ACU-
27/12/2024,8149.78,8136.99,8151.28,8112.29,327.26M,0.16+ACU-
24/12/2024,8136.99,8102.72,8152.01,8102.72,243.25M,0.42+ACU-
23/12/2024,8102.72,8084.61,8111.41,8051.92,573.77M,0.22+ACU-
20/12/2024,8084.61,8105.32,8105.83,8002.34,1.58B,+AC0-0.26+ACU-
19/12/2024,8105.32,8199.11,8199.11,8078.98,797.75M,+AC0-1.14+ACU-
18/12/2024,8199.11,8195.2,8231.84,8191.61,833.58M,0.05+ACU-
17/12/2024,8195.2,8262.05,8262.05,8190.17,1.13B,+AC0-0.81+ACU-
16/12/2024,8262.05,8300.33,8305.21,8254.06,617.61M,+AC0-0.46+ACU-
13/12/2024,8300.33,8311.76,8331.85,8282.4,650.04M,+AC0-0.14+ACU-
12/12/2024,8311.76,8301.62,8331.05,8300.18,580.49M,0.12+ACU-
11/12/2024,8301.62,8280.36,8318.88,8248.42,1.27B,0.26+ACU-
10/12/2024,8280.36,8352.08,8352.13,8274.5,605.60M,+AC0-0.86+ACU-
09/12/2024,8352.08,8308.61,8372.05,8308.61,726.16M,0.52+ACU-
06/12/2024,8308.61,8349.38,8357.58,8303.48,885.40M,+AC0-0.49+ACU-
05/12/2024,8349.38,8335.81,8350.67,8321.64,850.09M,0.16+ACU-
04/12/2024,8335.81,8359.41,8362.75,8322.84,748.11M,+AC0-0.28+ACU-
03/12/2024,8359.41,8312.89,8388.37,8311.85,813.15M,0.56+ACU-
02/12/2024,8312.89,8287.3,8332,8274.66,821.54M,0.31+ACU-
29/11/2024,8287.3,8281.22,8292.45,8252.89,588.24M,0.07+ACU-
28/11/2024,8281.22,8274.75,8303.77,8271.85,515.67M,0.08+ACU-
27/11/2024,8274.75,8258.61,8280.02,8237.7,635.23M,0.20+ACU-
26/11/2024,8258.61,8291.68,8291.68,8245.76,770.92M,+AC0-0.40+ACU-
25/11/2024,8291.68,8262.08,8307.27,8261.78,1.94B,0.36+ACU-
22/11/2024,8262.08,8149.27,8274.84,8149.27,789.58M,1.38+ACU-
21/11/2024,8149.27,8085.07,8152.86,8065.22,830.00M,0.79+ACU-
20/11/2024,8085.07,8099.02,8128.44,8074.22,740.12M,+AC0-0.17+ACU-
19/11/2024,8099.02,8109.32,8145.86,8052.02,702.38M,+AC0-0.13+ACU-
18/11/2024,8109.32,8063.61,8109.32,8054.07,789.29M,0.57+ACU-
15/11/2024,8063.61,8071.19,8091.89,8030.01,738.23M,+AC0-0.09+ACU-
14/11/2024,8071.19,8030.33,8083.12,8012.83,661.21M,0.51+ACU-
13/11/2024,8030.33,8025.77,8062.73,7995.87,988.58M,0.06+ACU-
12/11/2024,8025.77,8125.19,8125.19,8018.55,954.31M,+AC0-1.22+ACU-
11/11/2024,8125.19,8072.39,8148.18,8072.39,640.39M,0.65+ACU-
08/11/2024,8072.39,8140.74,8156.45,8060.94,833.52M,+AC0-0.84+ACU-
07/11/2024,8140.74,8166.68,8195.3,8140.74,959.17M,+AC0-0.32+ACU-
06/11/2024,8166.68,8172.39,8301.78,8144.25,1.01B,+AC0-0.07+ACU-
05/11/2024,8172.39,8184.24,8215.84,8148.34,840.88M,+AC0-0.14+ACU-
04/11/2024,8184.24,8177.15,8239.88,8175.76,915.58M,0.09+ACU-
01/11/2024,8177.15,8110.1,8202.55,8105.3,864.61M,0.83+ACU-
31/10/2024,8110.1,8159.63,8159.63,8071.72,1.02B,+AC0-0.61+ACU-
30/10/2024,8159.63,8219.61,8219.61,8153.75,1.05B,+AC0-0.73+ACU-
29/10/2024,8219.61,8285.62,8325.54,8215.3,1.07B,+AC0-0.80+ACU-
28/10/2024,8285.62,8248.84,8293.62,8208.91,1.03B,0.45+ACU-
25/10/2024,8248.84,8269.38,8278.11,8246.23,963.71M,+AC0-0.25+ACU-
24/10/2024,8269.38,8258.64,8337.68,8256.77,1.01B,0.13+ACU-
23/10/2024,8258.64,8306.54,8323.24,8252.38,738.40M,+AC0-0.58+ACU-
22/10/2024,8306.54,8318.24,8318.24,8252.4,626.98M,+AC0-0.14+ACU-
21/10/2024,8318.24,8358.25,8391.81,8318.24,632.70M,+AC0-0.48+ACU-
18/10/2024,8358.25,8385.13,8385.13,8315.85,789.47M,+AC0-0.32+ACU-
17/10/2024,8385.13,8329.07,8395.58,8322.12,828.20M,0.67+ACU-
16/10/2024,8329.07,8249.28,8346.55,8249.28,944.68M,0.97+ACU-
15/10/2024,8249.28,8292.66,8306.15,8241.96,835.72M,+AC0-0.52+ACU-
14/10/2024,8292.66,8253.65,8292.66,8237.7,647.08M,0.47+ACU-
11/10/2024,8253.65,8237.73,8265.71,8211.92,519.07M,0.19+ACU-
10/10/2024,8237.73,8243.74,8272.46,8218.36,674.67M,+AC0-0.07+ACU-
09/10/2024,8243.74,8190.61,8244.36,8188.71,500.12M,0.65+ACU-
08/10/2024,8190.61,8303.62,8303.62,8184.03,754.57M,+AC0-1.36+ACU-
07/10/2024,8303.62,8280.63,8323.41,8260.11,644.90M,0.28+ACU-
04/10/2024,8280.63,8282.52,8300.66,8234.17,721.48M,+AC0-0.02+ACU-
03/10/2024,8282.52,8290.86,8332.68,8261.96,918.35M,+AC0-0.10+ACU-
02/10/2024,8290.86,8276.65,8322.59,8267.6,804.30M,0.17+ACU-
01/10/2024,8276.65,8236.95,8291.1,8226.18,923.65M,0.48+ACU-
30/09/2024,8236.95,8320.76,8324.61,8233.99,828.80M,+AC0-1.01+ACU-
27/09/2024,8320.76,8284.91,8334.55,8283.52,795.73M,0.43+ACU-
26/09/2024,8284.91,8268.7,8332.87,8262.03,834.98M,0.20+ACU-
25/09/2024,8268.7,8282.76,8319.41,8242.99,712.92M,+AC0-0.17+ACU-
24/09/2024,8282.76,8259.71,8309.75,8259.51,1.01B,0.28+ACU-
23/09/2024,8259.71,8229.99,8262.53,8210.07,630.16M,0.36+ACU-
20/09/2024,8229.99,8328.72,8328.72,8223.76,1.56B,+AC0-1.19+ACU-
19/09/2024,8328.72,8253.68,8370.47,8253.68,836.44M,0.91+ACU-
18/09/2024,8253.68,8309.86,8309.95,8245.7,784.84M,+AC0-0.68+ACU-
17/09/2024,8309.86,8278.44,8351.72,8278.44,745.50M,0.38+ACU-
16/09/2024,8278.44,8273.09,8290,8247.92,451.46M,0.06+ACU-
13/09/2024,8273.09,8240.97,8287.9,8230.75,534.85M,0.39+ACU-
12/09/2024,8240.97,8193.94,8301.36,8193.94,1.01B,0.57+ACU-
11/09/2024,8193.94,8205.98,8232.76,8169.96,864.25M,+AC0-0.15+ACU-
10/09/2024,8205.98,8270.84,8271.12,8195.13,814.87M,+AC0-0.78+ACU-
09/09/2024,8270.84,8181.47,8274.68,8181.47,626.21M,1.09+ACU-
06/09/2024,8181.47,8241.71,8260.68,8168.42,703.52M,+AC0-0.73+ACU-
05/09/2024,8241.71,8269.6,8285.55,8241.71,736.36M,+AC0-0.34+ACU-
04/09/2024,8269.6,8298.46,8298.46,8219.26,724.92M,+AC0-0.35+ACU-
03/09/2024,8298.46,8363.84,8380.98,8286.6,1.02B,+AC0-0.78+ACU-
02/09/2024,8363.84,8376.63,8380.08,8353.18,510.80M,+AC0-0.15+ACU-
30/08/2024,8376.63,8379.64,8414.37,8363.74,1.08B,+AC0-0.04+ACU-
29/08/2024,8379.64,8343.85,8392.4,8336.58,590.01M,0.43+ACU-
28/08/2024,8343.85,8345.46,8362.74,8322.28,608.50M,+AC0-0.02+ACU-
27/08/2024,8345.46,8327.78,8400.43,8327.78,772.31M,0.21+ACU-
23/08/2024,8327.78,8288,8331.9,8288,614.51M,0.48+ACU-
22/08/2024,8288,8283.43,8318.55,8276.99,796.91M,0.06+ACU-
21/08/2024,8283.43,8273.32,8295.94,8263.01,824.97M,0.12+ACU-
20/08/2024,8273.32,8356.94,8356.94,8270.69,490.22M,+AC0-1.00+ACU-
19/08/2024,8356.94,8311.41,8374.02,8286.5,637.83M,0.55+ACU-
16/08/2024,8311.41,8347.35,8350.35,8292.01,515.44M,+AC0-0.43+ACU-
15/08/2024,8347.35,8281.05,8366.98,8277.08,842.33M,0.80+ACU-
14/08/2024,8281.05,8235.23,8288.72,8230.68,592.00M,0.56+ACU-
13/08/2024,8235.23,8210.25,8244.41,8187.98,532.21M,0.30+ACU-
12/08/2024,8210.25,8168.1,8223.48,8168.1,1.65B,0.52+ACU-
09/08/2024,8168.1,8144.97,8203.46,8144.43,873.75M,0.28+ACU-
08/08/2024,8144.97,8166.88,8166.88,8064.34,754.06M,+AC0-0.27+ACU-
07/08/2024,8166.88,8026.69,8176.99,8026.69,786.25M,1.75+ACU-
06/08/2024,8026.69,8008.23,8058.31,7949.85,1.28B,0.23+ACU-
05/08/2024,8008.23,8174.71,8174.71,7915.94,1.57B,+AC0-2.04+ACU-
02/08/2024,8174.71,8283.36,8283.36,8158.03,1.23B,+AC0-1.31+ACU-
01/08/2024,8283.36,8367.98,8405.24,8268.14,884.95M,+AC0-1.01+ACU-
31/07/2024,8367.98,8274.41,8399.88,8274.41,838.71M,1.13+ACU-
30/07/2024,8274.41,8292.35,8297.92,8235.55,683.08M,+AC0-0.22+ACU-
29/07/2024,8292.35,8285.71,8368.38,8285.71,779.76M,0.08+ACU-
26/07/2024,8285.71,8186.35,8290.33,8181.23,658.57M,1.21+ACU-
25/07/2024,8186.35,8153.69,8187.51,8056.01,975.43M,0.40+ACU-
24/07/2024,8153.69,8167.37,8170.68,8112.03,596.37M,+AC0-0.17+ACU-
23/07/2024,8167.37,8198.78,8228.1,8151.46,871.90M,+AC0-0.38+ACU-
22/07/2024,8198.78,8155.72,8240.4,8155.72,772.11M,0.53+ACU-
19/07/2024,8155.72,8150.09,8184.26,8135.08,664.05M,+AC0-0.60+ACU-
18/07/2024,8204.89,8187.46,8267.78,8187.46,541.48M,0.21+ACU-
17/07/2024,8187.46,8164.9,8204.29,8132.02,746.44M,0.28+ACU-
16/07/2024,8164.9,8182.96,8182.96,8126.07,565.23M,+AC0-0.22+ACU-
15/07/2024,8182.96,8252.91,8252.91,8174.62,547.59M,+AC0-0.85+ACU-
12/07/2024,8252.91,8223.34,8276.31,8223.34,515.47M,0.36+ACU-
11/07/2024,8223.34,8193.51,8231.78,8190.81,581.05M,0.36+ACU-
10/07/2024,8193.51,8139.81,8194.85,8138.18,677.92M,0.66+ACU-
09/07/2024,8139.81,8193.49,8217.1,8132.49,1.04B,+AC0-0.66+ACU-
08/07/2024,8193.49,8203.93,8232.81,8175.26,703.74M,+AC0-0.13+ACU-
05/07/2024,8203.93,8241.26,8279.75,8182.7,999.39M,+AC0-0.45+ACU-
04/07/2024,8241.26,8171.12,8257.95,8170.97,558.64M,0.86+ACU-
03/07/2024,8171.12,8121.2,8177.98,8121.2,807.24M,0.61+ACU-
02/07/2024,8121.2,8166.76,8166.76,8106.79,756.85M,+AC0-0.56+ACU-
01/07/2024,8166.76,8164.12,8225.08,8164.12,662.72M,0.03+ACU-
28/06/2024,8164.12,8179.68,8237.36,8162.68,789.22M,+AC0-0.19+ACU-
27/06/2024,8179.68,8225.33,8232.87,8179.68,753.67M,+AC0-0.55+ACU-
26/06/2024,8225.33,8247.79,8302.04,8205.04,1.09B,+AC0-0.27+ACU-
25/06/2024,8247.79,8281.55,8294.24,8245.66,858.84M,+AC0-0.41+ACU-
24/06/2024,8281.55,8237.72,8307.93,8217.39,874.04M,0.53+ACU-
21/06/2024,8237.72,8272.46,8282.66,8188.12,1.82B,+AC0-0.42+ACU-
20/06/2024,8272.46,8205.11,8272.46,8203.62,909.74M,0.82+ACU-
19/06/2024,8205.11,8191.29,8212.65,8164.48,695.73M,0.17+ACU-
18/06/2024,8191.29,8142.15,8199.95,8142.15,707.06M,0.60+ACU-
17/06/2024,8142.15,8146.86,8187.25,8120.89,823.28M,+AC0-0.06+ACU-
14/06/2024,8146.86,8163.67,8178.21,8112.93,804.34M,+AC0-0.21+ACU-
13/06/2024,8163.67,8215.48,8215.48,8147.44,834.34M,+AC0-0.63+ACU-
12/06/2024,8215.48,8147.81,8243.22,8147.81,1.29B,0.83+ACU-
11/06/2024,8147.81,8228.48,8261.74,8114.84,1.11B,+AC0-0.98+ACU-
10/06/2024,8228.48,8245.37,8245.37,8183.47,638.07M,+AC0-0.20+ACU-
07/06/2024,8245.37,8285.34,8297.01,8210.23,758.57M,+AC0-0.48+ACU-
06/06/2024,8285.34,8246.95,8287.07,8246.95,846.43M,0.47+ACU-
05/06/2024,8246.95,8232.04,8276.55,8232.04,869.15M,0.18+ACU-
04/06/2024,8232.04,8262.75,8263.38,8200.26,1.10B,+AC0-0.37+ACU-
03/06/2024,8262.75,8275.38,8371.72,8258.86,1.00B,+AC0-0.15+ACU-
31/05/2024,8275.38,8231.05,8289.22,8231.05,2.23B,0.54+ACU-
30/05/2024,8231.05,8183.07,8236.25,8148.49,985.04M,0.59+ACU-
29/05/2024,8183.07,8254.18,8255.39,8180.03,1.01B,+AC0-0.86+ACU-
28/05/2024,8254.18,8317.59,8335.46,8241.33,1.20B,+AC0-0.76+ACU-
24/05/2024,8317.59,8339.23,8339.23,8263.77,776.93M,+AC0-0.26+ACU-
23/05/2024,8339.23,8370.33,8385.23,8332.27,1.20B,+AC0-0.37+ACU-
22/05/2024,8370.33,8416.45,8416.45,8343.36,1.13B,+AC0-0.55+ACU-
21/05/2024,8416.45,8424.2,8424.2,8379.12,999.13M,+AC0-0.09+ACU-
20/05/2024,8424.2,8420.26,8451.64,8417.95,739.02M,0.05+ACU-
17/05/2024,8420.26,8438.65,8441.68,8401.4,1.01B,+AC0-0.22+ACU-
16/05/2024,8438.65,8445.8,8455.66,8406.69,889.77M,+AC0-0.08+ACU-
15/05/2024,8445.8,8428.13,8474.41,8427.92,924.33M,0.21+ACU-
14/05/2024,8428.13,8414.99,8448.67,8406.96,1.16B,0.16+ACU-
13/05/2024,8414.99,8433.76,8446.46,8409.15,974.77M,+AC0-0.22+ACU-
10/05/2024,8433.76,8381.35,8455.77,8381.35,697.31M,0.63+ACU-
09/05/2024,8381.35,8354.05,8396.25,8349.83,1.04B,0.33+ACU-
08/05/2024,8354.05,8313.67,8365.28,8313.67,1.21B,0.49+ACU-
07/05/2024,8313.67,8213.49,8335.68,8213.49,1.21B,1.22+ACU-
03/05/2024,8213.49,8172.15,8248.73,8172.15,593.36M,0.51+ACU-
02/05/2024,8172.15,8121.24,8178.76,8119.85,849.98M,0.63+ACU-
01/05/2024,8121.24,8144.13,8178.95,8111.38,562.09M,+AC0-0.28+ACU-
30/04/2024,8144.13,8147.03,8199.95,8138.14,857.15M,+AC0-0.04+ACU-
29/04/2024,8147.03,8139.83,8189.14,8136.71,755.83M,0.09+ACU-
26/04/2024,8139.83,8078.86,8146.79,8078.86,801.60M,0.75+ACU-
25/04/2024,8078.86,8040.38,8105.59,8030.05,1.12B,0.48+ACU-
24/04/2024,8040.38,8044.81,8092.2,8031.79,1.24B,+AC0-0.06+ACU-
23/04/2024,8044.81,8023.87,8076.52,8021.67,933.44M,0.26+ACU-
22/04/2024,8023.87,7895.85,8042.81,7895.85,990.46M,1.62+ACU-
19/04/2024,7895.85,7877.05,7900.51,7809.68,898.82M,0.24+ACU-
18/04/2024,7877.05,7847.99,7898.77,7845.89,1.15B,0.37+ACU-
17/04/2024,7847.99,7820.36,7893.62,7798.57,860.49M,0.35+ACU-
16/04/2024,7820.36,7965.53,7965.53,7793.91,973.75M,+AC0-1.82+ACU-
15/04/2024,7965.53,7995.58,8009.52,7952.14,710.69M,+AC0-0.38+ACU-
12/04/2024,7995.58,7923.8,8044.98,7923.8,838.70M,0.91+ACU-
11/04/2024,7923.8,7961.21,7970.09,7886.89,1.06B,+AC0-0.47+ACU-
10/04/2024,7961.21,7934.79,7999.84,7916.53,1.12B,0.33+ACU-
09/04/2024,7934.79,7943.47,7962.78,7917.47,919.54M,+AC0-0.11+ACU-
08/04/2024,7943.47,7911.16,7953.16,7887.92,781.29M,0.41+ACU-
05/04/2024,7911.16,7975.89,7975.89,7884.45,874.08M,+AC0-0.81+ACU-
04/04/2024,7975.89,7937.44,7990.41,7937.37,1.07B,0.48+ACU-
03/04/2024,7937.44,7935.09,7937.44,7882.68,1.04B,0.03+ACU-
02/04/2024,7935.09,7952.62,8015.63,7928.59,984.93M,+AC0-0.22+ACU-
28/03/2024,7952.62,7931.98,7975.38,7931.36,906.58M,0.26+ACU-
27/03/2024,7931.98,7930.96,7938.14,7893,891.54M,0.01+ACU-
26/03/2024,7930.96,7917.57,7934.37,7892.08,1.18B,0.17+ACU-
25/03/2024,7917.57,7930.92,7939.38,7891.72,977.20M,+AC0-0.17+ACU-
22/03/2024,7930.92,7882.55,7961.43,7882.19,978.39M,0.61+ACU-
21/03/2024,7882.55,7737.38,7901.8,7737.38,1.28B,1.88+ACU-
20/03/2024,7737.38,7738.3,7749.39,7711.46,969.75M,+AC0-0.01+ACU-
19/03/2024,7738.3,7722.55,7739.67,7699.57,1.01B,0.20+ACU-
18/03/2024,7722.55,7727.42,7750.17,7714.9,944.57M,+AC0-0.06+ACU-
15/03/2024,7727.42,7743.15,7761.06,7727.42,2.58B,+AC0-0.20+ACU-
14/03/2024,7743.15,7772.17,7778.39,7719.11,872.90M,+AC0-0.37+ACU-
13/03/2024,7772.17,7747.81,7785.73,7738.73,1.14B,0.31+ACU-
12/03/2024,7747.81,7669.23,7764.58,7669.23,1.07B,1.02+ACU-
11/03/2024,7669.23,7659.74,7669.23,7612.62,1.04B,0.12+ACU-
08/03/2024,7659.74,7692.46,7693.89,7646.2,845.83M,+AC0-0.43+ACU-
07/03/2024,7692.46,7679.31,7711.78,7645.06,1.35B,0.17+ACU-
06/03/2024,7679.31,7646.16,7701.25,7639.03,1.29B,0.43+ACU-
05/03/2024,7646.16,7640.33,7654.81,7598.47,843.70M,0.08+ACU-
04/03/2024,7640.33,7682.5,7682.64,7623.22,979.61M,+AC0-0.55+ACU-
01/03/2024,7682.5,7630.02,7695.61,7630.02,1.22B,0.69+ACU-
29/02/2024,7630.02,7624.98,7677.69,7622.87,1.87B,0.07+ACU-
28/02/2024,7624.98,7683.02,7693.18,7620.37,1.15B,+AC0-0.76+ACU-
27/02/2024,7683.02,7684.3,7698.29,7669.71,1.06B,+AC0-0.02+ACU-
26/02/2024,7684.3,7706.28,7710.78,7676.75,1.15B,+AC0-0.29+ACU-
23/02/2024,7706.28,7684.49,7713.39,7675.19,992.96M,0.28+ACU-
22/02/2024,7684.49,7662.51,7702.86,7651.65,1.32B,0.29+ACU-
21/02/2024,7662.51,7719.21,7719.21,7642.75,1.19B,+AC0-0.73+ACU-
20/02/2024,7719.21,7728.5,7748.73,7705.98,819.03M,+AC0-0.12+ACU-
19/02/2024,7728.5,7711.71,7733.54,7692.48,575.04M,0.22+ACU-
16/02/2024,7711.71,7597.53,7720.72,7597.53,996.23M,1.50+ACU-
15/02/2024,7597.53,7568.4,7612.34,7562.1,651.78M,0.38+ACU-
14/02/2024,7568.4,7512.28,7590.13,7512.28,1.14B,0.75+ACU-
13/02/2024,7512.28,7573.69,7585.31,7492.98,1.10B,+AC0-0.81+ACU-
12/02/2024,7573.69,7572.58,7590.45,7555.47,767.12M,0.01+ACU-
09/02/2024,7572.58,7595.48,7608.74,7557.35,1.03B,+AC0-0.30+ACU-
08/02/2024,7595.48,7628.75,7653.4,7593.57,650.74M,+AC0-0.44+ACU-
07/02/2024,7628.75,7681.01,7694.9,7626.23,920.83M,+AC0-0.68+ACU-
06/02/2024,7681.01,7612.86,7693.6,7612.86,1.44B,0.90+ACU-
05/02/2024,7612.86,7615.54,7667.82,7598.66,1.29B,+AC0-0.04+ACU-
02/02/2024,7615.54,7622.16,7670.91,7609.29,777.00M,+AC0-0.09+ACU-
01/02/2024,7622.16,7630.57,7673.67,7607.9,848.08M,+AC0-0.11+ACU-
31/01/2024,7630.57,7666.31,7689.69,7630.57,887.42M,+AC0-0.47+ACU-
30/01/2024,7666.31,7632.74,7684.24,7632.74,703.83M,0.44+ACU-
29/01/2024,7632.74,7635.09,7664.92,7630.76,597.18M,+AC0-0.03+ACU-
26/01/2024,7635.09,7529.73,7651.75,7529.69,985.33M,1.40+ACU-
25/01/2024,7529.73,7527.67,7544.46,7507.03,660.66M,0.03+ACU-
